Property_ID,Habitability_score
0xbe15,83.9
0x862a,64.49
0x2d3d,74.46
0x2cae,69.49
0x6295,70.35
0x6ec5,77.11
0x4fd5,70.31
0x95b9,67.45
0x29b8,77.64
0x803e,74.47
0x6e9c,59.11
0x2fda,84.89
0x4c40,77.9
0x9fcb,71.16
0x989c,80.42
0xbee1,72.76
0x7f98,82.33
0x5b2a,64.29
0x10a4,75.87
0x29b7,77.96
0x36c8,87.84
0x21d7,59.04
0x5604,82.15
0x13c7,87.38
0x83ce,88.21
0x43e8,74.87
0x83f1,63.93
0x4bfa,66.31
0xb2d6,47.4
0xad9d,59.99
0x4710,82.36
0x1b16,79.53
0x84c9,81.4
0x4d79,79.06
0x6980,84.77
0x2444,78.95
0x151c,64.58
0x171f,68.41
0x1303,75.84
0x8c70,64.37
0xab7b,68.17
0x8725,77.0
0x90fe,81.14
0x777f,88.29
0x59bb,78.59
0x8ccb,76.1
0x1514,88.84
0xa2c6,73.91
0xbb53,66.21
0x31b6,74.43
0x8684,74.98
0x103f,67.02
0x31a9,78.84
0x887b,85.95
0x1943,37.64
0xa483,82.28
0xb81d,83.26
0x752d,75.66
0x479a,83.62
0xbe57,39.77
0x2a79,75.79
0x6ca8,45.04
0x7a12,66.03
0x2011,75.01
0x669,69.12
0x6f04,72.96
0xacf2,86.82
0xb9c5,83.57
0x58ea,85.6
0xac1a,75.93
0x8520,82.38
0x289e,41.21
0xb5ad,73.15
0x7780,93.67
0x7cbd,80.68
0x29a9,33.63
0x7451,71.69
0x29ae,74.84
0xce9,61.79
0x4322,72.46
0x88a0,91.34
0x23c7,70.53
0x9224,84.64
0x8ce4,59.39
0x5a5f,36.74
0x8913,73.8
0xc172,80.51
0x1183,78.11
0x316d,18.84
0x1db6,82.87
0x7b05,70.27
0x24fa,67.39
0x61b,74.36
0x7e7b,71.05
0x89dc,76.35
0x40bb,85.64
0xa694,34.73
0x6cd6,77.17
0x787c,31.38
0x36af,74.6
0xc1fc,24.48
0xab06,90.81
0x6294,84.06
0x9928,89.79
0x7203,71.02
0x82a6,76.02
0x64a0,78.26
0x17b0,42.84
0x7f61,79.34
0x6ccb,79.51
0xc55d,79.27
0x1093,63.19
0x67cd,78.2
0x889e,71.57
0xb7da,84.65
0x8a07,81.93
0x9611,73.71
0x97b0,78.15
0x2a66,72.34
0xc12e,72.63
0x4129,90.49
0x653f,27.09
0xa05,43.58
0x1f8a,94.68
0x2bbf,78.8
0xd84,60.63
0x9ab0,81.89
0x9e3,89.4
0x3e4f,63.85
0x4fef,74.77
0x565c,58.78
0xa8f5,71.13
0x5b59,78.73
0x5ca3,87.55
0x63e8,59.15
0x7866,77.94
0x935d,80.98
0x4c85,75.74
0x4f7e,76.49
0xa528,78.86
0x1a31,64.38
0x9627,81.05
0x21f1,82.51
0xb002,20.72
0x5395,69.3
0x5957,75.48
0xa8b7,61.84
0x9aa2,20.96
0x7a2e,90.06
0x4c8f,84.37
0x7e94,73.43
0x68d,91.22
0x4eee,90.26
0x8b65,62.19
0x83a0,72.86
0x212b,60.65
0xabaf,79.46
0xb3c6,86.87
0x6cb,71.35
0x1040,55.86
0x9050,53.56
0x305e,90.59
0x256c,83.62
0x2135,84.56
0x528a,72.5
0xbd2d,90.14
0x5036,79.23
0xb34b,77.46
0x61d,75.43
0x5d9e,74.87
0xc493,74.17
0xa86e,78.6
0xbdb7,65.54
0x9155,34.13
0x66c,61.28
0x17a1,76.88
0xa671,68.88
0x53ad,69.02
0xbf82,70.41
0x2cf9,86.26
0xbaa0,74.62
0x604b,78.34
0x7f46,80.97
0x7d5b,85.61
0x12ab,70.52
0x97bb,89.84
0x9671,69.31
0x2ebe,86.57
0xa3df,80.4
0x3aa4,61.65
0x6d0c,76.26
0xb0b4,75.56
0x2f85,74.16
0x82ad,77.2
0x7836,83.87
0xb7cd,89.59
0xb37b,87.77
0x18aa,70.14
0x1a45,87.16
0x34c4,65.08
0x7a9,79.29
0x31fb,69.62
0x42cc,83.35
0x1616,29.4
0x597f,70.93
0x8784,94.31
0xac74,79.52
0x4e48,82.24
0x27cc,75.38
0x9ad0,61.27
0x3353,63.5
0xd05,76.29
0x2db0,84.61
0x4c35,71.03
0x92db,83.42
0x8e03,71.81
0x8a29,38.96
0x49d5,72.75
0xb178,72.14
0x3ae3,84.1
0xb546,73.1
0x324e,30.68
0x7c7a,83.48
0x3494,74.22
0x2549,70.36
0x68cd,80.44
0x6cc9,80.07
0x6e57,69.87
0x4ae8,86.96
0x9a1b,71.74
0x9cc,72.31
0x1025,74.3
0x22cb,74.18
0x4dca,77.83
0xb6f3,74.31
0x8d7a,93.34
0x97c1,44.23
0x2683,33.38
0x1753,92.47
0x9619,72.25
0x509b,77.04
0x659e,96.48
0x5032,72.85
0x1993,91.17
0x3dcf,68.1
0x97f5,72.38
0x2acf,76.31
0x4f0e,71.96
0x6ea9,77.67
0x2799,87.51
0x2cfa,74.06
0x5353,76.91
0x6e4e,60.55
0xbc21,64.75
0xc814,60.01
0xc318,82.54
0x1f49,78.47
0x9e10,36.86
0x306b,90.65
0x80a1,84.7
0x6ce8,87.44
0x29a4,85.45
0x6995,75.22
0x4acf,78.55
0x1f14,84.99
0x296f,74.64
0x2c91,69.76
0xa866,85.25
0x2284,71.58
0x4ad9,95.82
0x3def,70.78
0x72df,73.2
0x8e6b,75.93
0x8c6c,77.72
0x63b7,31.66
0x734a,91.45
0x79fd,30.31
0x25c9,82.86
0x4938,71.06
0xa8d3,57.59
0xc77c,30.81
0xbd58,80.98
0x737a,80.4
0x6a4a,74.56
0x4c51,93.42
0x38fa,88.14
0xa842,90.83
0xfa5,76.53
0x8e1c,71.01
0x63aa,86.17
0x9602,82.55
0x81dd,91.93
0x474b,75.1
0xac5,78.78
0x57e0,83.78
0x7231,81.95
0x2123,61.31
0x7d6c,80.89
0x8cd1,80.55
0xb042,70.48
0xae3a,77.81
0x806c,58.58
0x2902,83.08
0xcea,77.65
0xb997,88.61
0xff8,79.9
0x20a5,26.85
0xa8d,87.57
0x3b0f,69.45
0xcb4,56.58
0xa55e,66.97
0x2e64,80.68
0x4646,76.83
0x8eaa,34.42
0x996e,73.52
0xafda,74.78
0x14b4,78.08
0xa18e,77.71
0x1fd6,76.39
0x4241,80.57
0x4996,79.32
0xe50,70.88
0x6f03,72.14
0x9a3b,74.59
0xc0ca,44.19
0x5c9d,69.62
0xa252,73.76
0xab21,67.3
0x8cef,79.43
0x4a15,72.17
0x5955,71.64
0x6742,93.01
0x36ef,80.56
0x9959,61.91
0x9beb,84.74
0x4488,72.91
0x1f33,73.28
0x2c50,69.51
0x9fda,74.49
0xbd0d,89.7
0xa223,71.31
0x49f9,83.51
0x5c65,78.05
0xb515,83.84
0x71b,83.71
0x4d9b,71.54
0xa906,86.07
0x8f3f,69.08
0x46e1,41.2
0xba77,76.71
0x40a9,87.91
0x3ebc,68.72
0x3440,63.35
0xb69c,77.23
0x7915,73.83
0x86ea,68.57
0x90d5,70.28
0x9875,82.58
0x6023,86.54
0x62b9,65.4
0x951a,34.85
0x2ae6,75.76
0x5805,77.52
0x5309,90.55
0x4cdf,72.27
0x18d3,30.66
0x79c4,90.87
0x367d,47.06
0x3423,67.42
0x373f,79.82
0x74d6,81.1
0x4071,85.93
0x89cb,31.24
0x35a3,72.11
0x16a9,80.1
0x295f,72.01
0x62a9,29.76
0x8f11,78.31
0x513c,80.67
0x191e,88.44
0x58f9,75.4
0xbf4d,73.07
0xb19d,73.08
0xf0d,87.52
0x54cb,86.81
0x4b8b,78.46
0xa6d9,83.87
0x5fdf,83.0
0xb29c,81.36
0xb022,86.0
0x5004,75.71
0x6ddd,73.47
0x825e,88.86
0x6858,73.52
0xc8f9,71.86
0x25c3,83.42
0x7de1,70.14
0x2d5c,53.27
0xaa76,76.57
0x5c5c,67.15
0x1aa0,72.83
0x4508,75.09
0x3aa9,65.34
0x7e11,56.58
0x4756,71.45
0x914b,55.93
0x6a89,72.3
0x5d8b,78.98
0x509c,70.11
0xb723,80.44
0x86db,64.25
0x7e6c,77.82
0x7595,72.41
0x6b82,81.85
0xa213,74.28
0x99a1,69.65
0x649d,78.73
0x3e7f,95.01
0x6d9b,68.91
0xc780,71.64
0x53b0,24.82
0x76c9,74.09
0x36fd,80.32
0x64c,87.19
0x7047,79.9
0xa119,81.94
0xb7f,87.12
0x6cba,72.3
0x4f73,83.22
0x3b9c,71.51
0xc5d,67.54
0x4725,73.96
0x64b3,75.68
0x863b,39.41
0x5a48,86.69
0x7061,86.96
0xb8f7,80.62
0xabfe,63.78
0xc4fe,85.07
0xb244,41.38
0x2736,70.61
0xa615,86.07
0xaef9,90.75
0x59d7,74.97
0x3cac,81.89
0x89d9,84.68
0x5f28,81.01
0xa1a5,74.63
0x50f8,73.08
0x6dc7,88.07
0x1c59,90.89
0xb24e,67.47
0x6674,86.94
0xb2d1,59.89
0x9e71,76.05
0x8f38,60.81
0x96e1,88.39
0xb979,76.44
0xb3ee,84.45
0x68b0,63.95
0x814,79.82
0xafbf,69.13
0x2f8a,80.76
0x14cd,87.68
0x72f5,69.1
0x62ed,37.79
0x5179,75.54
0x25ec,84.53
0x3a69,71.4
0x2f16,73.3
0x3af3,81.51
0x6e48,72.6
0xb133,61.45
0xc303,74.26
0xb0e8,56.58
0x6800,82.11
0xa1a1,72.2
0xc53,91.86
0x349d,78.83
0x8daa,62.47
0x19ca,78.28
0x3770,87.12
0x38a2,86.85
0x29ac,60.52
0x1dfc,36.73
0x7ee3,60.5
0xb98,38.03
0x67e4,78.4
0x6a17,74.76
0x8361,71.29
0xc86a,68.3
0xb306,71.63
0xabbd,85.5
0x5e14,79.91
0x33cf,91.46
0xc8e9,78.4
0xef4,74.34
0x6d7c,81.74
0xc2bd,85.9
0x69cd,66.12
0x918a,77.52
0xb0fd,90.04
0xa7c4,63.21
0x1ac2,85.0
0xc4a8,79.56
0x7aeb,82.03
0x96f0,32.96
0x9dfa,77.57
0x7f6c,75.2
0x8e79,69.54
0x1dff,77.76
0x7ccd,58.42
0x4831,87.98
0x63ad,93.61
0x1d26,61.0
0xb3e6,59.41
0x94d3,63.29
0x529a,74.1
0xa8d5,79.4
0x11f5,69.18
0x4f78,84.25
0x78e7,78.52
0x4b14,73.52
0x6c4d,64.25
0x9945,81.64
0x2023,61.04
0xaab1,67.02
0x9f9e,33.36
0x1729,76.55
0x4dd8,77.04
0x649,67.77
0x9578,73.47
0xbf9e,39.48
0x9ded,71.41
0x54c5,80.28
0xc8f8,82.65
0x356d,72.36
0x6aa7,81.04
0x8b8,77.9
0x9b50,70.02
0x9bbe,64.85
0x5fe1,86.29
0x61a6,84.79
0x9064,79.17
0x49d8,76.46
0xb5d9,37.35
0x2b2d,75.29
0x8b6c,78.54
0x916f,85.98
0x5e39,75.81
0x8c97,81.74
0x8042,78.3
0x64d9,75.01
0x10f1,72.0
0x4171,76.52
0xb3ba,79.86
0x2de1,73.84
0xa718,88.93
0x4b24,78.96
0x63ff,91.63
0xa772,35.78
0xac90,81.21
0x872c,81.81
0x5a8f,72.79
0x286c,95.63
0x5a02,63.48
0x5625,70.16
0x1bd1,78.04
0x20b8,82.39
0x5c2d,73.57
0xbdf0,63.52
0x5192,72.52
0x7a11,74.55
0xc160,67.5
0x19bc,43.38
0x2bce,16.64
0x52ed,68.37
0x3aef,80.5
0x20cd,55.81
0x5534,22.53
0xbdd2,72.71
0x2316,64.42
0x7d29,80.92
0x6722,77.84
0x61bb,62.2
0x7234,61.85
0x28de,90.65
0x9e5e,75.47
0x8608,58.98
0x9b59,69.61
0x94d4,88.87
0xe29,90.51
0xaf5a,76.03
0xa169,82.33
0x50b2,64.08
0x2a9e,87.93
0x14b1,26.12
0x4f2d,73.65
0xbde1,48.4
0x4495,70.89
0x53f6,75.97
0x68f8,75.17
0xb4d5,65.38
0x7827,78.05
0xa27e,80.51
0x25a2,58.96
0xab1e,89.49
0xaeba,66.31
0x7926,78.9
0xa382,79.07
0x118d,73.24
0x1a29,86.96
0x2526,69.95
0x2ea1,76.23
0x2d49,74.49
0x85fa,73.52
0x22ab,74.02
0xcd8,86.95
0xb521,68.58
0x3e3b,88.22
0xbb8,88.61
0x12ff,25.64
0xaca1,73.92
0x1683,81.9
0x4f08,81.77
0x5599,82.7
0xc230,88.05
0x7006,76.15
0xa3f2,84.76
0x416c,58.6
0xa19,78.3
0x6516,81.83
0xafa5,41.24
0x18e2,87.91
0x5432,93.69
0x3c39,83.58
0xb99d,72.5
0x4812,45.83
0x3443,74.29
0x94d2,83.23
0x581d,64.95
0xc788,73.99
0x6443,78.13
0xc68c,73.14
0xc069,80.97
0x678a,35.14
0x82f5,76.32
0x3ebe,33.48
0xafdb,75.24
0xa10b,83.79
0x29f2,42.26
0x5206,62.12
0x598b,73.75
0x55a4,87.33
0x6d0d,72.54
0x120c,71.07
0x35f2,86.07
0x6ce2,66.05
0xa441,70.78
0x72aa,74.55
0xa15c,76.42
0x14ee,29.03
0x96dc,88.52
0xb68d,79.12
0x9bfc,73.47
0xa4f0,76.8
0x8832,85.12
0x46f0,82.19
0x8a5a,71.92
0x241e,72.28
0xae34,71.08
0xa9ee,62.64
0x7ee0,74.6
0x1f82,71.88
0x741a,75.31
0x8688,80.55
0x9756,80.89
0x6665,48.99
0x7751,32.65
0x3815,75.84
0x275c,43.97
0x4963,60.33
0xa14,61.69
0x6fd4,71.72
0x9c64,88.3
0x13e3,73.32
0x8a13,71.86
0x16c1,79.02
0x1fff,72.21
0xa2e7,68.05
0x45c8,65.13
0xbd8f,69.58
0x2214,77.95
0x5a34,84.68
0x30f3,57.05
0x7e68,77.41
0x6715,88.0
0x4776,85.97
0x2608,81.74
0x9b78,82.23
0x43b9,88.84
0x3582,88.43
0x512e,71.69
0x35f5,78.23
0x10c8,95.02
0x1bfa,83.28
0xa01,70.88
0x9152,67.15
0x69e7,75.71
0x83e8,65.85
0x6db9,86.15
0x3d44,72.09
0x6d07,74.61
0x806d,80.11
0x5241,82.33
0x1a77,96.56
0x7021,75.07
0xa1ee,73.27
0x9382,48.16
0xaed,92.48
0x2deb,77.98
0x29a3,69.43
0x9f5f,58.31
0x6e41,79.54
0x28c0,76.3
0x15b3,76.19
0x3486,83.34
0x5682,67.45
0x5a85,42.38
0x7b8f,74.73
0xab00,18.86
0x95b4,62.6
0x88b9,61.4
0x2e9e,87.35
0x332b,72.81
0x8caa,76.86
0x4bb7,73.56
0x6eb1,81.0
0x53b1,75.36
0x8567,65.94
0xc11e,80.86
0xaa7b,68.68
0xbc9b,85.03
0x3b6b,93.53
0xc0ef,57.83
0xb4b6,79.45
0x90e1,59.24
0x2008,76.14
0xc2ec,85.85
0x37b7,79.7
0x155e,83.21
0x53e7,75.35
0x7034,22.5
0x92b0,77.99
0x45f6,69.9
0x3e30,86.37
0x74a5,78.03
0xa9b5,69.68
0x10c9,88.44
0x27ae,78.53
0x8023,79.14
0xb318,85.34
0x6148,76.93
0x7ae4,73.55
0x828b,70.24
0x12a5,69.12
0x9dd2,79.69
0x2471,82.65
0x3517,62.06
0x87e5,75.24
0xa003,77.79
0x5006,82.54
0xc8bd,77.84
0x7978,84.28
0xacba,54.56
0x41ea,49.55
0x191c,80.28
0x3169,86.84
0x8c56,79.78
0x97cc,70.8
0x2f71,79.86
0x2524,82.94
0xa38c,67.57
0x4c0d,74.65
0x789e,84.39
0x5d2c,72.93
0x48e3,90.8
0x47b2,82.51
0x838d,68.3
0x8856,85.86
0xe57,28.79
0x9ff4,75.87
0x7939,25.53
0x1cfb,72.32
0x2c33,63.26
0x9d13,64.61
0x35a1,67.66
0x9f40,46.87
0x66e3,70.01
0x58d8,80.41
0x1a72,74.56
0x512b,80.35
0x1929,64.48
0x15fa,39.3
0x81dc,84.39
0x4b7e,25.72
0x9b85,84.85
0x6a78,84.24
0xa41,91.83
0x16ac,83.93
0x8966,81.96
0x1fbc,77.03
0x6334,78.98
0x8b52,78.01
0x405a,62.97
0x1ef6,42.78
0x4bcc,86.84
0x3228,38.8
0x5725,81.55
0x8a14,83.44
0x1ba7,74.73
0x706f,69.28
0xc058,70.15
0xb5f4,87.54
0x967d,83.33
0x4648,67.99
0x833a,75.18
0x64db,75.97
0x37d1,83.9
0xbc83,69.79
0x33f1,81.26
0x8e6c,82.92
0xd89,90.04
0x1258,58.48
0x4852,90.63
0x20c3,93.16
0x907d,80.55
0x6055,78.01
0x67d4,71.48
0x4384,69.78
0x3c87,79.8
0x4628,65.32
0xadf5,75.14
0x62ae,68.6
0xb4ce,66.17
0x9913,77.79
0x1c51,69.44
0x242f,84.94
0x228a,68.98
0x166f,77.58
0x3765,88.0
0x8d24,86.97
0x95db,83.26
0x843,78.2
0x94c8,27.08
0xb097,79.49
0x92ed,90.04
0x6d45,71.88
0x69d3,78.03
0xb84e,73.87
0x8a34,68.35
0x41e9,76.97
0xaa4a,71.69
0x68be,83.54
0xaca2,83.73
0xb951,74.65
0x1f72,69.7
0x90c6,82.89
0x2f0e,62.95
0x4a4f,90.28
0x4ea1,89.55
0xc464,73.38
0xb1f9,63.98
0x5de1,80.56
0xba6,41.21
0xc01,69.39
0xc115,89.33
0x8ec7,68.38
0xa6ad,92.07
0xbc1c,66.95
0x3236,77.37
0x5ca4,34.18
0x6c30,78.68
0x75ad,68.81
0x1ee2,84.25
0x471f,84.76
0x99bb,62.75
0x1f11,79.6
0x714f,68.93
0x6df8,38.27
0x18b8,75.92
0x3aa6,82.66
0x58d6,70.94
0x3c6a,77.04
0x4d51,76.51
0xa051,82.55
0x31fa,78.99
0x74a6,92.77
0x7230,68.83
0x6758,61.51
0xc504,62.71
0xaf1c,36.38
0xaf2e,72.66
0x4b15,47.39
0x7d5d,90.2
0x2bca,77.03
0x88eb,75.19
0xc551,77.58
0x861,87.92
0x10a8,79.65
0x30e3,36.33
0x39ee,70.1
0xc3dc,94.13
0x758e,83.91
0x2ef6,94.99
0x4614,67.82
0x182a,86.5
0x1fe1,78.43
0x5bfd,69.97
0xe21,94.21
0x50b4,72.54
0x3955,30.6
0xb7c7,65.92
0x326b,59.83
0x10d6,70.76
0x7729,89.74
0x13e7,75.35
0x3931,81.68
0x7124,81.91
0x217f,79.56
0x2558,55.76
0xa365,84.53
0x2be6,36.95
0xb48e,85.7
0xa358,78.85
0xc415,63.45
0xc577,89.18
0x4e68,88.29
0x8fa2,91.47
0x77cf,74.43
0x6967,86.04
0x7961,57.32
0x46fc,71.45
0x7029,72.05
0x698d,28.41
0x607d,79.9
0x8ffd,67.34
0x985a,74.55
0x2c0a,77.44
0x27e4,65.24
0x9ee2,75.32
0xad5d,81.33
0x8309,75.24
0xa2eb,67.07
0x1043,66.66
0xba13,92.68
0x9046,83.5
0xb41a,86.64
0x2d1b,90.74
0x87a2,71.46
0xa00,62.21
0x17d0,65.13
0x6c56,75.04
0x181e,95.05
0xb2f4,88.98
0x415a,91.91
0xa572,61.95
0x2486,86.66
0xc84d,82.01
0x8de,62.47
0x8801,61.31
0x8c6f,58.46
0x9b35,77.23
0xa39a,76.76
0x6672,81.04
0x9049,86.43
0xc092,68.03
0x3488,86.81
0xa7e7,76.93
0x81cc,74.21
0x9c2,81.63
0x40a1,78.57
0x5089,81.72
0x7636,67.81
0x17b3,77.7
0x70ed,55.97
0x16ad,50.42
0x99c0,87.41
0x3aa0,77.89
0x8078,80.83
0xc6fe,80.91
0xc4b8,40.53
0x6016,71.46
0x8980,95.47
0x1746,85.12
0xadd8,64.02
0x7ac2,76.26
0x1624,87.24
0x33a0,72.71
0x6cdc,92.24
0x3d89,95.47
0x7af4,75.48
0x349a,86.82
0x4181,75.94
0x971e,44.16
0x3301,77.81
0x2392,56.7
0x4894,70.18
0xaffa,69.65
0x229f,75.44
0x46f2,71.7
0x9dd1,81.62
0x5ee7,87.21
0xa8b0,69.79
0x489f,63.58
0x20c1,80.93
0x5ec6,76.45
0x1944,72.92
0x8831,72.87
0x7ac3,77.7
0x3b82,69.8
0x5cbf,83.22
0xb35a,76.83
0xbed5,79.11
0x57c7,64.27
0x6189,71.6
0x5594,84.04
0x3012,73.44
0x7c8f,82.12
0xbd24,79.27
0x13d4,71.92
0x7946,88.16
0x3a89,77.93
0x70fb,70.88
0xb66d,34.18
0x3087,89.92
0x8137,76.71
0x1d66,76.13
0x87ca,86.04
0x550a,77.76
0x4e7b,79.15
0x41af,87.15
0x42f0,94.77
0xbbac,83.83
0x224f,95.34
0x85f5,73.79
0x1a6e,84.12
0x642e,75.74
0xbcc3,69.68
0x392e,61.97
0xa668,78.76
0xbe1e,68.03
0xc897,76.65
0xb650,71.19
0x2d68,79.68
0x6622,81.15
0x9f79,72.23
0x621f,74.51
0x32f4,85.24
0x79ed,75.3
0x8897,71.63
0x1b99,87.52
0xa491,58.65
0x3798,73.66
0x9d79,73.09
0xa7dc,73.29
0x55e2,76.66
0x5de6,66.43
0x5a73,75.93
0xbb98,32.18
0x1f69,66.55
0x9e9f,36.66
0x847d,75.27
0xbbc6,72.22
0x9bcd,66.15
0x9fb9,78.69
0x6730,40.46
0x9c79,72.21
0x2299,59.89
0xa3fe,87.56
0x90c2,73.02
0x679f,76.65
0x3704,80.41
0x1b1a,73.9
0x97d5,72.08
0x2857,70.14
0x1723,83.52
0x8a01,72.72
0x84cc,94.53
0xa939,82.32
0x579a,87.02
0x9895,84.26
0xba78,75.61
0x3382,94.67
0x5440,75.02
0xa84c,66.33
0x50e6,81.14
0x2ea4,72.64
0x5cb3,82.4
0x2665,70.58
0x1264,75.93
0x88d9,74.24
0x2457,79.14
0x36f9,59.84
0x1c95,56.9
0x4f11,70.67
0x795a,87.2
0x7fb7,75.72
0x123a,90.21
0x3c18,72.97
0x1270,89.86
0x7fb0,83.62
0xbd2e,78.05
0x301d,71.28
0x184f,90.58
0x7ede,84.13
0x1077,88.94
0x731a,73.54
0xbf3b,79.54
0xb052,86.41
0x9249,90.72
0xa2c3,78.44
0xa9d,76.93
0x6be1,78.23
0x8258,80.82
0x6a58,75.28
0x2e8d,85.29
0x7460,69.72
0x211d,81.55
0x21be,80.34
0x1874,87.9
0xab03,88.13
0x3a02,75.34
0x2e25,81.31
0x5bd3,77.22
0x881c,83.03
0xbc94,75.06
0x6723,80.31
0x75f3,73.7
0xb705,73.15
0x6020,82.94
0x92e6,61.7
0x7b41,68.53
0x1119,81.74
0x9fbd,80.99
0x4dc3,78.24
0xa91b,80.22
0x17a4,75.95
0xae70,93.67
0x2b4c,90.67
0xa1c1,66.08
0xaa0a,86.51
0xbb43,78.15
0x6346,74.73
0x32cf,80.94
0x728,76.55
0x4b71,78.05
0x7181,67.66
0x6d97,90.34
0x341d,83.99
0xcf1,80.32
0x51d0,76.61
0xac41,65.29
0x8e89,74.61
0x5a5e,80.81
0xaa45,81.33
0x5ff4,69.0
0xbee3,69.85
0x67e7,92.72
0x67bb,67.99
0x91ec,64.99
0xbc8f,92.86
0x1e14,66.12
0x1fe4,83.81
0x5ce9,74.26
0x7174,82.62
0x4885,77.7
0x39ab,73.66
0xb198,71.68
0x8d16,77.49
0x8fe7,87.46
0xba60,66.28
0x23ed,77.29
0x9b38,64.22
0x7f30,68.4
0x4ea9,75.39
0x89dd,75.77
0x8882,82.01
0x161e,63.88
0xe5a,79.64
0x3973,65.91
0x7d13,82.66
0x3a0c,80.17
0x947b,78.02
0x6928,83.24
0x2768,67.63
0x171b,69.2
0x9c84,78.77
0xa2c,69.63
0x8f7d,73.06
0x4f1d,73.5
0xb5b8,65.6
0x5e67,67.98
0x811a,78.13
0xc4c1,65.43
0x180b,73.85
0x3723,73.09
0xae4c,81.63
0x1531,68.34
0x483d,61.88
0x9b4f,77.14
0xb8c6,70.62
0x99ff,73.98
0x73b5,71.01
0xbbaa,76.37
0x10f6,75.56
0xbac2,77.28
0x1560,52.05
0x3fe7,84.24
0xba2b,75.41
0x9f1f,78.35
0x343d,37.83
0x6834,75.87
0x9592,94.06
0xb721,87.8
0x8761,75.94
0x9208,89.95
0x7569,72.24
0x9aeb,59.61
0x7f06,86.46
0x41dd,38.6
0x8ebe,75.75
0x7647,73.81
0x9358,86.37
0x37a2,90.91
0x5690,70.02
0x98e7,69.21
0xab07,67.53
0xb3b5,79.6
0x9dd7,66.73
0x592d,84.02
0xc6bc,33.32
0x12a4,71.81
0x44fd,90.83
0xc1cf,36.7
0x5422,37.41
0x2409,68.06
0x41e3,73.45
0x60b8,69.61
0xc2ae,78.43
0xb1ff,80.28
0x4c5d,77.36
0xb51e,72.06
0x56af,82.03
0x91ce,65.4
0x16a8,83.12
0xbf8,45.64
0x612,83.36
0x8ca3,26.33
0x2fe4,78.77
0x94bb,92.74
0xafe1,37.75
0x9907,36.73
0x948c,69.02
0xc188,77.56
0x5db2,69.68
0x1860,86.3
0x3729,83.35
0x2341,94.96
0xc173,62.21
0x8ede,84.57
0x7660,75.91
0x8e8c,75.31
0xb0e6,74.1
0x3f2d,59.55
0x1f6e,48.11
0x6535,74.73
0x44ea,66.05
0x4315,32.43
0xad88,46.56
0x1ca4,93.35
0x1b4c,32.16
0x26dd,81.82
0xc38b,88.32
0x3c0a,86.4
0x54ae,77.63
0xa0a1,68.8
0xb361,86.63
0x47de,88.35
0x4ee1,30.4
0x80df,83.41
0x62ba,83.54
0xb8c2,70.47
0x9586,80.4
0x9c0,79.94
0x67c8,54.81
0xaa0c,77.4
0xb1bf,73.69
0x450c,56.66
0x70ce,88.56
0xbdde,73.54
0x238c,90.15
0x661f,34.54
0x3683,84.56
0x3c65,79.11
0x691b,89.85
0x205c,75.88
0x758c,72.74
0x1830,76.89
0x644f,89.36
0xf4a,28.13
0x7b54,85.59
0x8185,83.08
0x66eb,86.84
0xd19,55.92
0xc4cd,73.48
0xb3fe,81.84
0x5976,61.56
0x89c8,74.82
0x1b67,79.14
0x5f9b,71.38
0x9598,80.7
0xb95a,90.42
0xb2d,92.4
0xb1f4,79.72
0x768f,79.92
0x9f14,80.52
0xb177,33.9
0xb802,83.35
0xc4bb,83.57
0x117a,59.94
0xa268,36.63
0xf4d,75.66
0x5095,77.04
0x2906,75.52
0xb7f1,70.54
0x7fe9,44.96
0x5e85,72.91
0xace8,74.09
0xc4e8,79.51
0xb8a2,80.59
0xa517,68.22
0x957f,86.61
0x55fa,74.07
0x1a6a,83.1
0x3a52,78.96
0x99aa,75.57
0x5caf,91.22
0x749c,65.07
0x69c3,83.6
0x6f36,88.29
0x1318,70.26
0x1fc5,73.63
0x675e,89.47
0x106c,70.99
0xbe47,79.7
0x8d8e,80.23
0x619b,61.47
0x814f,69.21
0x7bce,80.7
0x24bb,93.35
0x9870,88.75
0x87e9,65.78
0x982d,66.31
0x4dc8,94.0
0x75e6,84.64
0x9be2,90.29
0xace2,76.6
0xa0e1,75.37
0xa02,72.79
0x1eab,83.25
0xb265,80.0
0x1731,87.33
0xc8df,86.36
0x31f8,73.12
0x15aa,81.2
0x69cb,90.02
0x7a0c,72.97
0xae72,29.98
0x8b79,70.15
0x26ef,42.93
0xa779,69.17
0x6197,76.26
0x7459,63.53
0x3f24,64.77
0xc2b1,80.96
0xb673,78.0
0x69c7,72.76
0x6fb0,77.6
0x1dd3,78.35
0x4ff6,68.76
0x9060,74.83
0xc719,77.89
0x914c,75.7
0xc889,85.23
0x49f7,35.26
0x8674,90.8
0xc694,75.41
0x4a59,83.94
0x3355,84.37
0x8b97,70.78
0x591d,45.81
0x3737,81.31
0x1f37,82.05
0x5dc1,90.94
0x2adc,75.65
0x75f,39.43
0x4e4c,85.97
0xb43b,47.41
0x5d9b,82.56
0x5788,80.4
0x8f5d,85.76
0x4562,75.97
0x8942,62.79
0xa0d,77.67
0x1821,84.68
0xade1,78.89
0xa2a4,20.5
0x5a99,75.98
0x24ff,75.31
0x2158,85.04
0x5f11,80.55
0x269b,74.08
