,HomePlanet,CryoSleep,Destination,Age,VIP,RoomService,FoodCourt,ShoppingMall,Spa,VRDeck,Deck,Num,Side,Group,Number,Transported
5291,Europa,False,55 Cancri e,52.0,False,0.0,1425.0,31.0,0.0,1320.0,C,178,P,5647,2,True
5292,Europa,False,TRAPPIST-1e,48.0,False,0.0,,0.0,2851.0,1478.0,C,178,P,5647,3,False
5293,Europa,False,55 Cancri e,27.0,False,332.0,918.0,0.0,5.0,4817.0,C,179,P,5648,1,False
5294,Europa,False,55 Cancri e,50.0,False,0.0,103.0,0.0,240.0,8221.0,C,179,P,5648,2,False
5295,Earth,False,TRAPPIST-1e,24.0,False,56.0,22.0,285.0,1453.0,0.0,G,902,P,5650,1,False
5296,Earth,False,PSO J318.5-22,26.0,False,807.0,0.0,0.0,0.0,40.0,G,915,S,5651,1,True
5297,Earth,False,TRAPPIST-1e,24.0,False,215.0,0.0,0.0,0.0,350.0,F,1171,P,5652,1,False
5298,Earth,True,TRAPPIST-1e,15.0,False,0.0,0.0,0.0,0.0,0.0,G,903,P,5653,1,False
5299,Earth,False,PSO J318.5-22,42.0,False,1188.0,39.0,3.0,3.0,0.0,F,1172,P,5655,1,False
5300,Earth,False,TRAPPIST-1e,51.0,False,0.0,0.0,0.0,0.0,880.0,F,1175,P,5659,1,False
5301,Earth,False,PSO J318.5-22,43.0,False,635.0,53.0,0.0,3.0,0.0,E,355,P,5661,1,True
5302,Earth,True,55 Cancri e,31.0,False,0.0,0.0,0.0,0.0,0.0,G,905,P,5661,2,False
5303,Earth,True,TRAPPIST-1e,14.0,False,0.0,0.0,0.0,0.0,0.0,G,916,S,5662,1,True
5304,Earth,False,TRAPPIST-1e,31.0,False,13.0,0.0,0.0,679.0,0.0,F,1080,S,5662,2,False
5305,Europa,False,TRAPPIST-1e,33.0,False,0.0,1513.0,5.0,63.0,144.0,A,71,S,5663,1,True
5306,Earth,False,55 Cancri e,21.0,False,0.0,496.0,0.0,3867.0,30.0,G,906,P,5667,1,False
5307,Earth,False,TRAPPIST-1e,13.0,False,56.0,1706.0,15.0,0.0,23.0,G,907,P,5671,1,False
5308,Earth,False,TRAPPIST-1e,29.0,False,286.0,545.0,,0.0,0.0,F,1083,S,5673,1,True
5309,Europa,False,TRAPPIST-1e,22.0,False,0.0,11594.0,0.0,10247.0,1.0,B,217,S,5674,1,False
5310,Mars,False,TRAPPIST-1e,22.0,False,1035.0,0.0,264.0,0.0,0.0,E,357,P,5677,1,False
5311,Earth,True,PSO J318.5-22,18.0,False,0.0,0.0,0.0,0.0,0.0,G,920,S,5679,1,True
5312,Earth,True,55 Cancri e,35.0,False,0.0,0.0,0.0,0.0,0.0,G,920,S,5679,2,True
5313,Earth,True,TRAPPIST-1e,20.0,False,0.0,0.0,0.0,0.0,0.0,G,920,S,5679,3,True
5314,Earth,False,TRAPPIST-1e,18.0,False,0.0,0.0,1609.0,0.0,0.0,E,359,P,5680,1,True
5315,Earth,True,TRAPPIST-1e,66.0,False,0.0,0.0,0.0,0.0,0.0,G,921,S,5681,1,True
5316,,True,TRAPPIST-1e,33.0,False,0.0,0.0,0.0,0.0,0.0,B,218,S,5684,1,True
5317,Europa,True,55 Cancri e,48.0,False,0.0,0.0,0.0,0.0,0.0,B,218,S,5684,2,True
5318,Europa,False,55 Cancri e,38.0,False,0.0,1198.0,48.0,278.0,1244.0,B,218,S,5684,3,False
5319,Europa,True,TRAPPIST-1e,62.0,False,0.0,0.0,0.0,0.0,0.0,B,218,S,5684,4,True
5320,Earth,True,TRAPPIST-1e,19.0,False,0.0,0.0,0.0,0.0,0.0,G,910,P,5685,1,False
5321,Mars,False,55 Cancri e,44.0,False,2267.0,0.0,107.0,0.0,0.0,,,,5686,1,False
5322,Mars,False,55 Cancri e,25.0,False,1410.0,123.0,26.0,9.0,812.0,D,180,P,5686,2,False
5323,Earth,False,TRAPPIST-1e,15.0,False,348.0,1627.0,0.0,0.0,0.0,F,1179,P,5687,1,False
5324,Earth,False,TRAPPIST-1e,20.0,False,12.0,177.0,1110.0,0.0,0.0,F,1084,S,5688,1,True
5325,Earth,False,TRAPPIST-1e,34.0,False,233.0,0.0,0.0,1054.0,156.0,F,1180,P,5689,1,False
5326,Mars,False,TRAPPIST-1e,23.0,False,821.0,0.0,863.0,664.0,0.0,E,360,P,5692,1,False
5327,Earth,False,TRAPPIST-1e,45.0,False,0.0,0.0,2332.0,84.0,0.0,F,1087,S,5693,1,True
5328,Earth,True,TRAPPIST-1e,39.0,False,0.0,0.0,0.0,0.0,0.0,G,922,S,5695,1,True
5329,Earth,True,PSO J318.5-22,33.0,False,0.0,0.0,0.0,0.0,0.0,G,911,P,5696,1,True
5330,Earth,False,TRAPPIST-1e,14.0,False,0.0,0.0,325.0,247.0,305.0,F,1088,S,5698,1,False
5331,Earth,False,TRAPPIST-1e,26.0,False,178.0,0.0,3.0,0.0,704.0,G,923,S,5698,2,True
5332,Earth,True,TRAPPIST-1e,47.0,False,0.0,0.0,0.0,0.0,0.0,G,924,S,5700,1,True
5333,Mars,True,TRAPPIST-1e,,False,0.0,0.0,0.0,0.0,0.0,D,173,S,5701,1,True
5334,Earth,True,55 Cancri e,28.0,False,0.0,0.0,0.0,0.0,0.0,G,912,P,5702,1,True
5335,Earth,True,TRAPPIST-1e,22.0,False,0.0,0.0,,0.0,0.0,G,913,P,5704,1,True
5336,Earth,True,TRAPPIST-1e,17.0,False,0.0,0.0,0.0,0.0,0.0,G,925,S,5705,1,True
5337,Earth,False,TRAPPIST-1e,16.0,False,0.0,458.0,725.0,0.0,0.0,F,1090,S,5706,1,True
5338,Earth,False,TRAPPIST-1e,9.0,False,0.0,0.0,0.0,0.0,,G,926,S,5706,2,True
5339,Earth,False,TRAPPIST-1e,15.0,False,0.0,0.0,973.0,29.0,0.0,F,1091,S,5707,1,True
5340,Europa,False,TRAPPIST-1e,33.0,False,0.0,4372.0,0.0,4103.0,0.0,C,215,S,5709,1,True
5341,Earth,False,TRAPPIST-1e,61.0,False,0.0,166.0,1080.0,0.0,16.0,F,1092,S,5710,1,True
5342,Earth,False,TRAPPIST-1e,19.0,False,,0.0,0.0,692.0,164.0,F,1183,P,5711,1,False
5343,Europa,True,TRAPPIST-1e,61.0,False,0.0,0.0,0.0,0.0,0.0,E,371,S,5712,1,True
5344,Earth,False,TRAPPIST-1e,42.0,False,0.0,29.0,317.0,434.0,45.0,G,915,P,5713,1,True
5345,Earth,False,TRAPPIST-1e,4.0,False,0.0,0.0,0.0,0.0,0.0,G,916,P,5714,1,False
5346,Earth,False,TRAPPIST-1e,12.0,False,0.0,0.0,0.0,0.0,0.0,G,916,P,5714,2,True
5347,Earth,False,TRAPPIST-1e,0.0,,0.0,0.0,0.0,0.0,0.0,G,916,P,5714,3,True
5348,Earth,True,TRAPPIST-1e,19.0,False,0.0,0.0,0.0,0.0,0.0,G,916,P,5714,4,True
5349,Earth,True,TRAPPIST-1e,,False,0.0,0.0,0.0,0.0,0.0,G,916,P,5714,5,True
5350,Earth,False,PSO J318.5-22,29.0,False,0.0,173.0,0.0,0.0,1155.0,F,1093,S,5716,1,True
5351,Earth,False,TRAPPIST-1e,59.0,False,0.0,664.0,0.0,144.0,141.0,G,917,P,5717,1,True
5352,Earth,True,TRAPPIST-1e,20.0,False,0.0,0.0,0.0,0.0,0.0,G,927,S,5718,1,True
5353,Earth,False,TRAPPIST-1e,70.0,False,390.0,0.0,0.0,0.0,518.0,G,918,P,5719,1,True
5354,Earth,True,TRAPPIST-1e,3.0,False,0.0,0.0,0.0,0.0,0.0,G,918,P,5719,2,False
5355,Europa,True,TRAPPIST-1e,37.0,False,0.0,0.0,0.0,0.0,0.0,B,219,S,5721,1,True
5356,Europa,False,TRAPPIST-1e,58.0,False,0.0,1975.0,598.0,7.0,3726.0,B,219,S,5721,2,False
5357,Earth,False,TRAPPIST-1e,44.0,False,69.0,0.0,17.0,176.0,2105.0,G,928,S,5722,1,False
5358,Mars,True,TRAPPIST-1e,24.0,False,0.0,0.0,0.0,0.0,0.0,E,372,S,5723,1,False
5359,Earth,True,PSO J318.5-22,20.0,False,0.0,0.0,0.0,0.0,0.0,G,919,P,5724,1,True
5360,Earth,False,TRAPPIST-1e,24.0,False,156.0,0.0,364.0,489.0,383.0,F,1094,S,5725,1,True
5361,Europa,True,55 Cancri e,27.0,False,0.0,0.0,,0.0,0.0,B,192,P,5726,1,True
5362,Earth,False,55 Cancri e,28.0,False,0.0,0.0,0.0,711.0,0.0,G,920,P,5727,1,False
5363,Earth,False,TRAPPIST-1e,24.0,False,0.0,217.0,0.0,77.0,510.0,F,1185,P,5728,1,False
5364,Mars,True,TRAPPIST-1e,29.0,False,0.0,0.0,0.0,0.0,0.0,F,1186,P,5729,1,True
5365,Earth,False,TRAPPIST-1e,25.0,False,2029.0,1.0,0.0,0.0,121.0,F,1187,P,5730,1,False
5366,Earth,False,TRAPPIST-1e,20.0,False,0.0,0.0,53.0,2.0,754.0,G,921,P,5732,1,False
5367,Earth,False,55 Cancri e,34.0,False,0.0,1745.0,6.0,5.0,37.0,G,922,P,5733,1,True
5368,Earth,False,,28.0,False,0.0,0.0,0.0,1191.0,109.0,F,1188,P,5733,2,False
5369,Earth,True,TRAPPIST-1e,,False,0.0,0.0,0.0,0.0,0.0,E,362,P,5735,1,True
5370,Earth,,TRAPPIST-1e,23.0,False,1.0,,1.0,0.0,618.0,F,1189,P,5736,1,False
5371,Europa,False,TRAPPIST-1e,39.0,False,0.0,11856.0,13.0,39.0,3.0,C,216,S,5737,1,True
5372,Europa,False,TRAPPIST-1e,35.0,False,0.0,7636.0,0.0,353.0,705.0,C,216,S,5737,2,True
5373,Earth,True,TRAPPIST-1e,18.0,False,0.0,0.0,0.0,0.0,0.0,G,929,S,5738,1,True
5374,Earth,True,TRAPPIST-1e,20.0,False,0.0,0.0,0.0,0.0,0.0,G,930,S,5739,1,True
5375,Europa,False,TRAPPIST-1e,42.0,False,0.0,16.0,0.0,144.0,7492.0,A,52,P,5740,1,False
5376,Europa,False,55 Cancri e,32.0,False,70.0,764.0,724.0,547.0,1297.0,A,52,P,5740,2,False
5377,Earth,False,55 Cancri e,50.0,False,57.0,29.0,0.0,0.0,643.0,F,1096,S,5742,1,False
5378,Earth,False,TRAPPIST-1e,23.0,False,0.0,37.0,859.0,9.0,1.0,G,931,S,5744,1,True
5379,Earth,False,TRAPPIST-1e,19.0,False,0.0,,0.0,5381.0,139.0,G,932,S,5746,1,False
5380,Earth,False,TRAPPIST-1e,29.0,False,715.0,47.0,0.0,0.0,0.0,F,1192,P,5747,1,False
5381,Europa,False,TRAPPIST-1e,35.0,True,247.0,436.0,459.0,1.0,1984.0,A,53,P,5748,1,False
5382,Earth,False,TRAPPIST-1e,18.0,False,0.0,625.0,0.0,0.0,356.0,E,363,P,5750,1,False
5383,Earth,False,PSO J318.5-22,24.0,False,160.0,20.0,39.0,552.0,1.0,G,924,P,5751,1,False
5384,Earth,False,TRAPPIST-1e,23.0,False,88.0,0.0,586.0,0.0,0.0,G,933,S,5755,1,True
5385,Earth,False,TRAPPIST-1e,51.0,False,542.0,0.0,360.0,0.0,0.0,F,1194,P,5756,1,False
5386,Earth,False,TRAPPIST-1e,42.0,False,439.0,0.0,0.0,0.0,254.0,F,1194,P,5756,2,False
5387,Earth,False,PSO J318.5-22,19.0,False,5.0,0.0,0.0,716.0,0.0,F,1194,P,5756,3,False
5388,Earth,,TRAPPIST-1e,23.0,False,0.0,0.0,0.0,0.0,0.0,F,1194,P,5756,4,False
5389,Earth,True,TRAPPIST-1e,19.0,False,0.0,0.0,0.0,,0.0,F,1194,P,5756,5,True
5390,Earth,False,PSO J318.5-22,22.0,False,158.0,0.0,476.0,0.0,26.0,F,1194,P,5756,6,False
5391,Earth,False,TRAPPIST-1e,25.0,False,12.0,6.0,2817.0,342.0,0.0,,,,5756,7,False
5392,Earth,False,PSO J318.5-22,31.0,False,11.0,0.0,0.0,1912.0,1120.0,F,1194,P,5756,8,False
5393,Earth,False,TRAPPIST-1e,23.0,False,0.0,0.0,0.0,558.0,1.0,F,1195,P,5757,1,False
5394,Earth,True,TRAPPIST-1e,22.0,False,0.0,0.0,0.0,0.0,0.0,G,934,S,5758,1,True
5395,Europa,True,TRAPPIST-1e,55.0,False,0.0,0.0,0.0,0.0,0.0,B,220,S,5761,1,True
5396,Earth,False,TRAPPIST-1e,40.0,False,0.0,0.0,56.0,1.0,642.0,F,1099,S,5763,1,False
5397,Earth,False,TRAPPIST-1e,24.0,False,,0.0,0.0,838.0,193.0,F,1099,S,5763,2,False
5398,Earth,False,TRAPPIST-1e,25.0,False,0.0,0.0,1037.0,8.0,1.0,F,1100,S,5764,1,True
5399,Europa,False,TRAPPIST-1e,42.0,False,0.0,1871.0,0.0,570.0,199.0,C,181,P,5765,1,False
5400,Earth,True,PSO J318.5-22,33.0,False,0.0,0.0,0.0,0.0,0.0,G,936,S,5767,1,True
5401,Europa,True,TRAPPIST-1e,54.0,False,0.0,0.0,0.0,0.0,0.0,B,193,P,5768,1,True
5402,Europa,True,55 Cancri e,22.0,False,0.0,0.0,0.0,0.0,0.0,B,193,P,5768,2,True
5403,Europa,True,TRAPPIST-1e,22.0,False,0.0,0.0,0.0,0.0,0.0,B,194,P,5769,1,True
5404,Europa,True,55 Cancri e,19.0,False,0.0,0.0,0.0,0.0,0.0,B,194,P,5769,2,True
5405,Earth,False,TRAPPIST-1e,47.0,False,0.0,868.0,0.0,4.0,,G,937,S,5771,1,True
5406,Mars,False,55 Cancri e,23.0,False,610.0,858.0,75.0,1358.0,0.0,F,1197,P,5772,1,False
5407,Europa,True,55 Cancri e,61.0,False,0.0,0.0,0.0,0.0,0.0,C,217,S,5773,1,True
5408,Earth,False,TRAPPIST-1e,21.0,False,0.0,128.0,209.0,4.0,383.0,F,1102,S,5776,1,False
5409,Earth,,PSO J318.5-22,46.0,,559.0,25.0,,22.0,765.0,F,1199,P,5777,1,False
5410,Earth,False,TRAPPIST-1e,36.0,False,0.0,0.0,0.0,0.0,907.0,G,926,P,5778,1,False
5411,Earth,False,TRAPPIST-1e,15.0,False,0.0,706.0,0.0,,0.0,G,938,S,5779,1,True
5412,Europa,False,TRAPPIST-1e,33.0,False,2233.0,6408.0,,23.0,273.0,B,195,P,5780,1,True
5413,Europa,True,TRAPPIST-1e,35.0,False,0.0,0.0,0.0,0.0,0.0,B,195,P,5780,2,True
5414,Europa,True,55 Cancri e,21.0,False,0.0,0.0,0.0,0.0,0.0,B,195,P,5780,3,True
5415,Earth,False,55 Cancri e,21.0,False,0.0,0.0,0.0,1.0,594.0,F,1200,P,5781,1,False
5416,Earth,False,55 Cancri e,43.0,False,0.0,1197.0,0.0,223.0,1.0,F,1201,P,5783,1,True
5417,Earth,False,PSO J318.5-22,34.0,False,571.0,0.0,0.0,0.0,0.0,F,1104,S,5785,1,False
5418,Earth,False,PSO J318.5-22,47.0,False,14.0,3.0,0.0,1720.0,0.0,G,928,P,5786,1,False
5419,Mars,False,TRAPPIST-1e,27.0,False,850.0,0.0,681.0,1.0,0.0,F,1105,S,5788,1,True
5420,Europa,False,TRAPPIST-1e,46.0,False,0.0,1068.0,945.0,2587.0,811.0,C,218,S,5790,1,False
5421,Earth,False,,46.0,False,183.0,7.0,637.0,182.0,5.0,G,941,S,5791,1,True
5422,Europa,False,55 Cancri e,40.0,False,0.0,3338.0,0.0,6344.0,199.0,B,196,P,5792,1,False
5423,Europa,True,55 Cancri e,59.0,False,0.0,0.0,0.0,0.0,0.0,E,375,S,5793,1,True
5424,Europa,False,TRAPPIST-1e,45.0,False,0.0,1202.0,149.0,1472.0,3379.0,D,182,P,5794,1,False
5425,Earth,False,PSO J318.5-22,19.0,False,0.0,95.0,595.0,0.0,0.0,F,1106,S,5795,1,True
5426,Mars,False,TRAPPIST-1e,32.0,False,6769.0,0.0,,113.0,1.0,F,1107,S,5796,1,False
5427,,True,55 Cancri e,39.0,False,0.0,0.0,0.0,0.0,0.0,F,1108,S,5799,1,True
5428,Earth,False,,40.0,False,661.0,0.0,830.0,0.0,6.0,F,1203,P,5800,1,False
5429,Mars,False,TRAPPIST-1e,44.0,False,815.0,219.0,22.0,0.0,0.0,D,175,S,5802,1,True
5430,Earth,True,TRAPPIST-1e,26.0,False,0.0,0.0,0.0,0.0,0.0,G,933,P,5804,1,False
5431,Earth,False,TRAPPIST-1e,22.0,False,514.0,0.0,2.0,129.0,583.0,F,1109,S,5806,1,False
5432,Earth,False,TRAPPIST-1e,2.0,False,0.0,0.0,0.0,0.0,0.0,G,934,P,5808,1,False
5433,Earth,False,TRAPPIST-1e,18.0,False,0.0,3.0,41.0,359.0,393.0,F,1204,P,5808,2,False
5434,Earth,False,TRAPPIST-1e,53.0,False,751.0,0.0,,7.0,0.0,F,1204,P,5808,3,False
5435,Earth,False,TRAPPIST-1e,22.0,False,104.0,511.0,254.0,425.0,4.0,F,1205,P,5809,1,False
5436,Earth,False,TRAPPIST-1e,46.0,False,0.0,98.0,2077.0,0.0,0.0,F,1205,P,5809,2,True
5437,Earth,True,TRAPPIST-1e,28.0,False,0.0,0.0,0.0,0.0,0.0,G,935,P,5810,1,True
5438,,False,TRAPPIST-1e,31.0,False,0.0,1489.0,68.0,6.0,0.0,E,366,P,5810,2,True
5439,Europa,False,55 Cancri e,36.0,False,1.0,4058.0,95.0,0.0,2109.0,A,54,P,5811,1,False
5440,Europa,False,55 Cancri e,46.0,False,35.0,3953.0,0.0,2108.0,0.0,A,54,P,5811,2,True
5441,Earth,True,TRAPPIST-1e,0.0,False,0.0,0.0,0.0,0.0,0.0,G,943,S,5812,1,True
5442,Earth,False,TRAPPIST-1e,3.0,False,0.0,0.0,0.0,0.0,0.0,G,943,S,5812,2,True
5443,Earth,True,TRAPPIST-1e,12.0,False,0.0,0.0,0.0,0.0,0.0,G,943,S,5812,3,True
5444,Earth,True,TRAPPIST-1e,2.0,False,0.0,0.0,0.0,0.0,0.0,G,943,S,5812,4,True
5445,Earth,True,TRAPPIST-1e,41.0,False,0.0,0.0,0.0,0.0,0.0,G,943,S,5812,5,True
5446,Earth,True,55 Cancri e,11.0,False,0.0,0.0,0.0,0.0,0.0,G,943,S,5812,6,True
5447,Earth,True,TRAPPIST-1e,41.0,False,0.0,0.0,0.0,0.0,0.0,G,936,P,5813,1,True
5448,Mars,False,TRAPPIST-1e,17.0,False,513.0,0.0,669.0,0.0,0.0,D,176,S,5814,1,False
5449,Mars,True,55 Cancri e,21.0,False,0.0,0.0,0.0,0.0,0.0,D,176,S,5814,2,True
5450,Mars,True,55 Cancri e,21.0,False,0.0,0.0,0.0,0.0,0.0,D,176,S,5814,3,True
5451,Mars,False,TRAPPIST-1e,27.0,False,89.0,888.0,51.0,5.0,0.0,D,176,S,5814,4,True
5452,Mars,True,TRAPPIST-1e,54.0,False,0.0,0.0,0.0,0.0,0.0,D,176,S,5814,5,True
5453,Mars,False,TRAPPIST-1e,15.0,False,2309.0,0.0,1142.0,1.0,10.0,D,176,S,5814,6,False
5454,Mars,True,,39.0,False,0.0,0.0,0.0,0.0,0.0,D,176,S,5814,7,True
5455,Earth,False,TRAPPIST-1e,31.0,False,1.0,0.0,7.0,0.0,387.0,G,937,P,5816,1,True
5456,Mars,True,TRAPPIST-1e,28.0,False,0.0,0.0,0.0,0.0,0.0,F,1111,S,5817,1,True
5457,Earth,False,,21.0,False,3553.0,5.0,0.0,0.0,2.0,G,938,P,5818,1,False
5458,Europa,True,TRAPPIST-1e,29.0,False,0.0,0.0,0.0,0.0,0.0,B,221,S,5819,1,True
5459,Earth,,TRAPPIST-1e,45.0,False,112.0,406.0,198.0,0.0,0.0,F,1112,S,5820,1,True
5460,Europa,False,55 Cancri e,44.0,False,0.0,496.0,99.0,317.0,5615.0,C,183,P,5821,1,False
5461,Earth,True,TRAPPIST-1e,12.0,False,0.0,0.0,0.0,0.0,0.0,G,939,P,5822,1,True
5462,Earth,True,55 Cancri e,18.0,False,0.0,0.0,0.0,0.0,0.0,G,944,S,5823,1,True
5463,Earth,True,55 Cancri e,20.0,False,0.0,0.0,0.0,0.0,0.0,G,940,P,5824,1,True
5464,Europa,False,TRAPPIST-1e,43.0,False,0.0,8808.0,0.0,580.0,0.0,B,198,P,5825,1,True
5465,,True,55 Cancri e,46.0,False,0.0,0.0,0.0,0.0,0.0,E,367,P,5826,1,True
5466,Earth,False,TRAPPIST-1e,53.0,False,0.0,68.0,0.0,920.0,4.0,G,945,S,5827,1,True
5467,Earth,False,TRAPPIST-1e,21.0,False,621.0,0.0,0.0,0.0,0.0,G,941,P,5828,1,False
5468,Earth,False,TRAPPIST-1e,23.0,False,0.0,21.0,0.0,0.0,716.0,F,1113,S,5829,1,False
5469,Earth,False,55 Cancri e,9.0,False,0.0,0.0,0.0,0.0,0.0,,,,5831,1,False
5470,Earth,False,,19.0,False,546.0,11.0,0.0,325.0,218.0,F,1206,P,5834,1,False
5471,Earth,True,PSO J318.5-22,52.0,False,0.0,0.0,0.0,0.0,0.0,G,946,S,5835,1,True
5472,Europa,True,55 Cancri e,31.0,False,0.0,0.0,0.0,0.0,0.0,B,222,S,5836,1,True
5473,Earth,False,TRAPPIST-1e,62.0,False,761.0,15.0,0.0,0.0,,F,1114,S,5837,1,False
5474,Europa,True,TRAPPIST-1e,27.0,False,0.0,0.0,0.0,0.0,0.0,C,219,S,5839,1,True
5475,Earth,True,TRAPPIST-1e,23.0,False,0.0,0.0,0.0,0.0,0.0,G,946,P,5840,1,False
5476,Europa,True,55 Cancri e,28.0,False,0.0,0.0,0.0,0.0,0.0,C,220,S,5842,1,True
5477,Europa,True,55 Cancri e,27.0,False,0.0,0.0,0.0,0.0,0.0,C,220,S,5842,2,True
5478,Earth,True,TRAPPIST-1e,58.0,False,0.0,0.0,0.0,0.0,0.0,G,947,S,5843,1,True
5479,Earth,False,55 Cancri e,24.0,,0.0,30.0,835.0,0.0,0.0,E,369,P,5844,1,True
5480,Mars,False,TRAPPIST-1e,27.0,True,149.0,0.0,890.0,9.0,0.0,E,376,S,5846,1,False
5481,Earth,False,TRAPPIST-1e,33.0,False,36.0,0.0,0.0,1415.0,0.0,F,1115,S,5847,1,False
5482,Earth,False,,28.0,False,229.0,761.0,0.0,0.0,6.0,E,377,S,5848,1,True
5483,Earth,False,TRAPPIST-1e,39.0,False,0.0,0.0,0.0,0.0,1104.0,F,1208,P,5849,1,False
5484,Earth,False,TRAPPIST-1e,27.0,False,0.0,0.0,0.0,727.0,260.0,E,370,P,5852,1,False
5485,Earth,False,TRAPPIST-1e,36.0,False,0.0,75.0,106.0,0.0,1903.0,F,1117,S,5854,1,True
5486,Earth,,TRAPPIST-1e,64.0,False,0.0,623.0,1827.0,0.0,0.0,F,1209,P,5855,1,True
5487,Earth,False,PSO J318.5-22,41.0,False,0.0,0.0,687.0,0.0,65.0,G,949,P,5855,2,True
5488,Europa,True,55 Cancri e,,False,0.0,0.0,0.0,0.0,0.0,B,199,P,5856,1,True
5489,Europa,True,TRAPPIST-1e,27.0,False,0.0,0.0,0.0,0.0,0.0,B,199,P,5856,2,True
5490,Europa,False,TRAPPIST-1e,,False,0.0,2.0,64.0,139.0,3831.0,E,378,S,5857,1,False
5491,Earth,False,55 Cancri e,22.0,False,483.0,0.0,0.0,304.0,21.0,G,948,S,5858,1,True
5492,Earth,False,,23.0,False,0.0,456.0,2624.0,912.0,8.0,E,371,P,5859,1,True
5493,Mars,False,TRAPPIST-1e,40.0,False,7.0,0.0,6.0,1206.0,88.0,F,1118,S,5860,1,False
5494,Mars,True,TRAPPIST-1e,2.0,False,0.0,0.0,0.0,0.0,0.0,F,1118,S,5860,2,True
5495,Mars,False,TRAPPIST-1e,0.0,False,0.0,0.0,0.0,0.0,0.0,F,1118,S,5860,3,True
5496,Earth,False,TRAPPIST-1e,27.0,False,0.0,1774.0,0.0,17.0,13.0,G,949,S,5861,1,True
5497,Earth,False,55 Cancri e,0.0,False,0.0,0.0,0.0,0.0,0.0,G,950,P,5863,1,True
5498,Earth,False,TRAPPIST-1e,17.0,False,0.0,566.0,18.0,318.0,0.0,F,1210,P,5863,2,False
5499,Earth,False,TRAPPIST-1e,45.0,False,,0.0,0.0,1501.0,24.0,F,1212,P,5867,1,False
5500,Earth,False,TRAPPIST-1e,62.0,False,104.0,53.0,194.0,436.0,0.0,E,379,S,5868,1,False
5501,Earth,True,55 Cancri e,14.0,False,0.0,0.0,0.0,0.0,0.0,G,952,S,5869,1,True
5502,Earth,False,55 Cancri e,24.0,False,0.0,1369.0,848.0,0.0,0.0,F,1120,S,5871,1,True
5503,Earth,True,PSO J318.5-22,51.0,False,0.0,0.0,0.0,0.0,0.0,G,953,S,5874,1,True
5504,Earth,False,TRAPPIST-1e,49.0,False,20.0,0.0,0.0,769.0,0.0,E,381,S,5875,1,False
5505,Mars,False,TRAPPIST-1e,52.0,False,1364.0,131.0,444.0,0.0,0.0,D,184,P,5876,1,True
5506,Mars,True,55 Cancri e,35.0,False,0.0,0.0,0.0,0.0,0.0,F,1213,P,5876,2,True
5507,Mars,True,TRAPPIST-1e,22.0,False,0.0,0.0,0.0,0.0,0.0,F,1213,P,5876,3,True
5508,Earth,False,TRAPPIST-1e,17.0,False,0.0,0.0,1552.0,0.0,,F,1121,S,5877,1,False
5509,Europa,True,55 Cancri e,47.0,False,0.0,0.0,0.0,0.0,0.0,B,224,S,5878,1,True
5510,Mars,True,TRAPPIST-1e,25.0,False,0.0,0.0,0.0,0.0,0.0,F,1122,S,5879,1,True
5511,Earth,True,TRAPPIST-1e,11.0,False,0.0,0.0,0.0,0.0,0.0,G,953,P,5880,1,True
5512,Earth,False,TRAPPIST-1e,17.0,False,18.0,10.0,73.0,0.0,1049.0,F,1214,P,5882,1,False
5513,Earth,False,TRAPPIST-1e,41.0,,8.0,532.0,0.0,0.0,100.0,F,1123,S,5885,1,True
5514,Earth,False,TRAPPIST-1e,55.0,False,0.0,0.0,0.0,507.0,909.0,F,1123,S,5885,2,True
5515,Earth,False,TRAPPIST-1e,29.0,False,0.0,2395.0,7.0,20.0,6.0,F,1123,S,5885,3,True
5516,Earth,False,TRAPPIST-1e,19.0,False,0.0,0.0,0.0,888.0,0.0,G,954,S,5885,4,False
5517,Earth,True,55 Cancri e,23.0,False,0.0,0.0,0.0,0.0,0.0,G,954,S,5885,5,True
5518,Earth,False,TRAPPIST-1e,32.0,False,4518.0,914.0,0.0,93.0,0.0,G,954,S,5885,6,False
5519,Earth,False,TRAPPIST-1e,27.0,False,0.0,0.0,0.0,0.0,1818.0,G,954,S,5885,7,False
5520,Earth,False,TRAPPIST-1e,25.0,False,0.0,0.0,892.0,0.0,0.0,G,954,S,5885,8,True
5521,Mars,False,TRAPPIST-1e,24.0,False,10.0,49.0,,1497.0,10.0,F,1216,P,5886,1,False
5522,Mars,True,TRAPPIST-1e,30.0,False,0.0,0.0,0.0,0.0,0.0,E,373,P,5886,2,False
5523,Earth,False,PSO J318.5-22,50.0,False,781.0,2.0,0.0,61.0,0.0,E,374,P,5887,1,True
5524,Earth,False,,51.0,False,201.0,574.0,40.0,0.0,11.0,F,1217,P,5887,2,False
5525,Mars,False,55 Cancri e,27.0,False,1331.0,0.0,0.0,0.0,0.0,F,1218,P,5888,1,False
5526,Mars,False,TRAPPIST-1e,35.0,False,750.0,0.0,0.0,0.0,1065.0,F,1218,P,5888,2,False
5527,Earth,False,TRAPPIST-1e,48.0,False,0.0,0.0,790.0,2368.0,1292.0,G,954,P,5889,1,False
5528,Earth,True,TRAPPIST-1e,27.0,False,0.0,0.0,0.0,0.0,0.0,G,955,S,5890,1,True
5529,Earth,True,PSO J318.5-22,19.0,False,0.0,0.0,0.0,0.0,0.0,G,955,P,5891,1,True
